Elementary_School,Elementary_Borough,Elementary_SchoolDigger_Rank,Elementary_Total_Schools,Middle_School,Middle_Borough,Middle_SchoolDigger_Rank,Middle_Total_Schools,Elementary_School_Type,Middle_School_Type,Elementary_Address,Middle_Address,Overlap_Area
P.S. 229 Dyker,Brooklyn,307.0,2445,P.S. 163 Bath Beach,Brooklyn,123.0,1504,K-8,K-8,"1400 BENSON AVENUE, BROOKLYN, NY 11228","109 Bay 14 Street, Brooklyn, NY 11214",1.3135982191990207e-08
P.S. 221 The North Hills School,Queens,202.0,2445,Irwin Altman Middle School 172,Queens,231.0,1504,Elementary,Junior High-Intermediate-Middle,"57-40 MARATHON PARKWAY, QUEENS, NY 11362","81-14 257 Street, Queens, NY 11004",1.5310951840481224e-06
The James J. Ambrose School,Queens,203.0,2445,Irwin Altman Middle School 172,Queens,231.0,1504,Elementary,Junior High-Intermediate-Middle,"80-51 261 STREET, QUEENS, NY 11004","81-14 257 Street, Queens, NY 11004",0.00019042655717377085
P.S./I.S. 26 The Carteret School,Staten Island,309.0,2445,I.S. 007 Elias Bernstein,Staten Island,129.0,1504,Elementary,Junior High-Intermediate-Middle,"4108 Victory Boulevard, Staten Island, NY 10314","1270 Huguenot Avenue, Staten Island, NY 10312",1.138169640962189e-06
P.S. 032 The Gifford School,Staten Island,226.0,2445,I.S. 024 Myra S. Barnes,Staten Island,212.0,1504,Elementary,Junior High-Intermediate-Middle,"232 Barlow Avenue, Staten Island, NY 10308","750 DURANT AVENUE, STATEN ISLAND, NY 10308",0.00022117666223298612
P.S./I.S. 119 The Glendale,Queens,245.0,2445,P.S./I.S. 119 The Glendale,Queens,198.0,1504,K-8,K-8,"74-01 78 AVENUE, QUEENS, NY 11385","74-01 78 AVENUE, QUEENS, NY 11385",4.1720821450520426e-05
The School For Future Leaders,Brooklyn,311.0,2445,J.H.S. 259 William McKinley,Brooklyn,132.0,1504,Elementary,Junior High-Intermediate-Middle,"942 62 Street, Brooklyn, NY 11219","7305 Ft Hamilton Parkway, Brooklyn, NY 11228",9.172898036976677e-07
P.S. 176 Ovington,Brooklyn,351.0,2445,The Madeleine Brennan School,Brooklyn,93.0,1504,Elementary,Junior High-Intermediate-Middle,"1225 69 STREET, BROOKLYN, NY 11219","8010 12 AVENUE, BROOKLYN, NY 11228",3.0158119692431573e-05
P.S. 102 The Bayview,Brooklyn,320.0,2445,J.H.S. 259 William McKinley,Brooklyn,132.0,1504,Elementary,Junior High-Intermediate-Middle,"211 72 STREET, BROOKLYN, NY 11209","7305 Ft Hamilton Parkway, Brooklyn, NY 11228",0.00012408245423057595
Ralph A. Fabrizio School,Brooklyn,364.0,2445,The Madeleine Brennan School,Brooklyn,93.0,1504,Elementary,Junior High-Intermediate-Middle,"619 72 Street, Brooklyn, NY 11209","8010 12 AVENUE, BROOKLYN, NY 11228",6.957326925334542e-10
P.S. 163 Flushing Heights,Queens,339.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"159-01 59 AVENUE, QUEENS, NY 11365","64-20 175 Street, Queens, NY 11365",1.4763799059744944e-08
P.S. 101 School in the Gardens,Queens,79.0,2445,J.H.S. 190 Russell Sage,Queens,381.0,1504,Elementary,Junior High-Intermediate-Middle,"2 RUSSELL PLACE, QUEENS, NY 11375","68-17 AUSTIN STREET, QUEENS, NY 11375",0.0001405270530525845
P.S. 316 Elijah Stroud,Brooklyn,352.0,2445,The Academy for Collaborative Exploration,Brooklyn,109.0,1504,Elementary,Junior High-Intermediate-Middle,"750 CLASSON AVENUE, BROOKLYN, NY 11238","443 ST MARKS AVENUE, BROOKLYN, NY 11238",3.5348473805945115e-05
P.S. 185 Walter Kassenbrock,Brooklyn,332.0,2445,J.H.S. 259 William McKinley,Brooklyn,132.0,1504,Elementary,Junior High-Intermediate-Middle,"8601 RIDGE BOULEVARD, BROOKLYN, NY 11209","7305 Ft Hamilton Parkway, Brooklyn, NY 11228",1.0009798755877904e-08
P.S. 024 Andrew Jackson,Queens,346.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"45-57 UNION STREET, QUEENS, NY 11355","64-20 175 Street, Queens, NY 11365",1.067616035549505e-14
P.S. 024 Andrew Jackson,Queens,346.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"45-57 UNION STREET, QUEENS, NY 11355","64-20 175 Street, Queens, NY 11365",3.75070358235869e-12
P.S. 055 Henry M. Boehm,Staten Island,337.0,2445,I.S. 007 Elias Bernstein,Staten Island,129.0,1504,Elementary,Junior High-Intermediate-Middle,"54 OSBORNE STREET, STATEN ISLAND, NY 10312","1270 Huguenot Avenue, Staten Island, NY 10312",0.0002890245748254838
P.S. 126 Jacob August Riis,Manhattan,358.0,2445,J.H.S. 104 Simon Baruch,Manhattan,120.0,1504,K-8,Junior High-Intermediate-Middle,"80 CATHERINE STREET, MANHATTAN, NY 10038","330 EAST 21 STREET, MANHATTAN, NY 10010",3.886698282116508e-13
P.S. 193 Alfred J. Kennedy,Queens,290.0,2445,I.S. 025 Adrien Block,Queens,189.0,1504,Elementary,Junior High-Intermediate-Middle,"152-20 11 Avenue, Queens, NY 11357","34-65 192 STREET, QUEENS, NY 11358",2.893459248896839e-20
P.S. 176 Ovington,Brooklyn,351.0,2445,J.H.S. 259 William McKinley,Brooklyn,132.0,1504,Elementary,Junior High-Intermediate-Middle,"1225 69 STREET, BROOKLYN, NY 11219","7305 Ft Hamilton Parkway, Brooklyn, NY 11228",6.02314766287581e-06
P.S. 018 Winchester,Queens,414.0,2445,J.H.S. 074 Nathaniel Hawthorne,Queens,69.0,1504,Elementary,Junior High-Intermediate-Middle,"86-35 235 COURT, QUEENS, NY 11427","61-15 Oceania Street, Queens, NY 11364",6.005360547988467e-05
P.S./I.S. 26 The Carteret School,Staten Island,309.0,2445,I.S. 075 Frank D. Paulo,Staten Island,180.0,1504,Elementary,Junior High-Intermediate-Middle,"4108 Victory Boulevard, Staten Island, NY 10314","455 HUGUENOT AVENUE, STATEN ISLAND, NY 10312",0.00040087635934881057
P.S. 163 Bath Beach,Brooklyn,153.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,K-8,Junior High-Intermediate-Middle,"109 Bay 14 Street, Brooklyn, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",1.129246807735544e-09
P.S. 56 The Louis Desario School,Staten Island,312.0,2445,I.S. 034 Tottenville,Staten Island,178.0,1504,Elementary,Junior High-Intermediate-Middle,"250 KRAMER AVENUE, STATEN ISLAND, NY 10309","528 ACADEMY AVENUE, STATEN ISLAND, NY 10307",0.0004366863635365086
P.S. 56 The Louis Desario School,Staten Island,312.0,2445,I.S. 075 Frank D. Paulo,Staten Island,180.0,1504,Elementary,Junior High-Intermediate-Middle,"250 KRAMER AVENUE, STATEN ISLAND, NY 10309","455 HUGUENOT AVENUE, STATEN ISLAND, NY 10312",6.816552595933398e-07
Ralph A. Fabrizio School,Brooklyn,364.0,2445,J.H.S. 259 William McKinley,Brooklyn,132.0,1504,Elementary,Junior High-Intermediate-Middle,"619 72 Street, Brooklyn, NY 11209","7305 Ft Hamilton Parkway, Brooklyn, NY 11228",0.00010454335524847471
P.S. 159,Queens,182.0,2445,J.H.S. 194 William Carr,Queens,314.0,1504,Elementary,Junior High-Intermediate-Middle,"205-01 33 AVENUE, QUEENS, NY 11361","154-60 17 AVENUE, QUEENS, NY 11357",1.5270629173454641e-12
P.S. 018 Winchester,Queens,414.0,2445,J.H.S. 067 Louis Pasteur,Queens,83.0,1504,Elementary,Junior High-Intermediate-Middle,"86-35 235 COURT, QUEENS, NY 11427","51-60 MARATHON PARKWAY, QUEENS, NY 11362",2.7969261037318097e-10
P.S. 229 Dyker,Brooklyn,307.0,2445,P.S. 229 Dyker,Brooklyn,193.0,1504,K-8,K-8,"1400 BENSON AVENUE, BROOKLYN, NY 11228","1400 BENSON AVENUE, BROOKLYN, NY 11228",5.954672488251068e-05
P.S. 099 Kew Gardens,Queens,350.0,2445,P.S./I.S. 113 Anthony J. Pranzo,Queens,153.0,1504,Elementary,K-8,"82-37 KEW GARDENS ROAD, QUEENS, NY 11415","78-23 87 Street, Queens, NY 11385",4.066865464499862e-11
P.S. 095 Eastwood,Queens,387.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"179-01 90 AVENUE, QUEENS, NY 11432","64-20 175 Street, Queens, NY 11365",2.338755142642809e-10
P.S. 144 Col Jeromus Remsen,Queens,129.0,2445,J.H.S. 190 Russell Sage,Queens,381.0,1504,Elementary,Junior High-Intermediate-Middle,"69-20 JUNO STREET, QUEENS, NY 11375","68-17 AUSTIN STREET, QUEENS, NY 11375",0.0001696174235266714
P.S. 209 Clearview Gardens,Queens,199.0,2445,J.H.S. 194 William Carr,Queens,314.0,1504,Elementary,Junior High-Intermediate-Middle,"16-10 Utopia Parkway, Queens, NY 11357","154-60 17 AVENUE, QUEENS, NY 11357",6.386439737731455e-06
P.S. 209 Clearview Gardens,Queens,199.0,2445,J.H.S. 194 William Carr,Queens,314.0,1504,Elementary,Junior High-Intermediate-Middle,"16-10 Utopia Parkway, Queens, NY 11357","154-60 17 AVENUE, QUEENS, NY 11357",0.00026521062192808346
P.S. 133 The Bellerose School of Excellence,Queens,286.0,2445,Irwin Altman Middle School 172,Queens,231.0,1504,Elementary,Junior High-Intermediate-Middle,"248-05 86 AVENUE, QUEENS, NY 11426","81-14 257 Street, Queens, NY 11004",0.00017983865577434407
P.S./I.S. 26 The Carteret School,Staten Island,309.0,2445,I.S. 024 Myra S. Barnes,Staten Island,212.0,1504,Elementary,Junior High-Intermediate-Middle,"4108 Victory Boulevard, Staten Island, NY 10314","750 DURANT AVENUE, STATEN ISLAND, NY 10308",3.418726093431407e-08
P.S. 162 John Golden,Queens,460.0,2445,J.H.S. 074 Nathaniel Hawthorne,Queens,69.0,1504,Elementary,Junior High-Intermediate-Middle,"201-02 53 AVENUE, QUEENS, NY 11364","61-15 Oceania Street, Queens, NY 11364",5.028671018394909e-05
P.S./I.S. 087 Middle Village,Queens,377.0,2445,P.S./I.S. 113 Anthony J. Pranzo,Queens,153.0,1504,K-8,K-8,"67-54 80 STREET, QUEENS, NY 11379","78-23 87 Street, Queens, NY 11385",4.2440642988790146e-08
P.S. 186 Castlewood,Queens,299.0,2445,Irwin Altman Middle School 172,Queens,231.0,1504,Elementary,Junior High-Intermediate-Middle,"252-12 72 AVENUE, QUEENS, NY 11426","81-14 257 Street, Queens, NY 11004",0.00011273593470815952
P.S. 193 Alfred J. Kennedy,Queens,290.0,2445,J.H.S. 185 Edward Bleeker,Queens,243.0,1504,Elementary,Junior High-Intermediate-Middle,"152-20 11 Avenue, Queens, NY 11357","147-26 25 DRIVE, QUEENS, NY 11354",4.335852337879435e-05
The Kathleen Grimm School for Leadership and Sustainability,Staten Island,359.0,2445,I.S. 034 Tottenville,Staten Island,178.0,1504,Elementary,Junior High-Intermediate-Middle,"644 Bloomingdale Road, STATEN ISLAND, NY 10309","528 ACADEMY AVENUE, STATEN ISLAND, NY 10307",0.00017995793901482088
The Kathleen Grimm School for Leadership and Sustainability,Staten Island,359.0,2445,I.S. 075 Frank D. Paulo,Staten Island,180.0,1504,Elementary,Junior High-Intermediate-Middle,"644 Bloomingdale Road, STATEN ISLAND, NY 10309","455 HUGUENOT AVENUE, STATEN ISLAND, NY 10312",2.270974122845216e-11
P.S. 042 Eltingville,Staten Island,418.0,2445,I.S. 007 Elias Bernstein,Staten Island,129.0,1504,Elementary,Junior High-Intermediate-Middle,"380 GENESEE AVENUE, STATEN ISLAND, NY 10312","1270 Huguenot Avenue, Staten Island, NY 10312",0.00021909151368863647
P.S. 055 Henry M. Boehm,Staten Island,337.0,2445,I.S. 024 Myra S. Barnes,Staten Island,212.0,1504,Elementary,Junior High-Intermediate-Middle,"54 OSBORNE STREET, STATEN ISLAND, NY 10312","750 DURANT AVENUE, STATEN ISLAND, NY 10308",3.603939053207168e-09
P.S. 102 Bayview,Queens,320.0,2445,P.S. 049 Dorothy Bonawit Kole,Queens,229.0,1504,K-8,K-8,"55-24 VAN HORN STREET, QUEENS, NY 11373","63-60 80 Street, Queens, NY 11379",5.000770601119585e-11
P.S. 024 Spuyten Duyvil,Bronx,71.0,2445,Riverdale / Kingsbridge Academy (Middle School / High School 141),Bronx,481.0,1504,Elementary,Secondary School,"660 WEST 236 STREET, BRONX, NY 10463","660 West 237 Street, Bronx, NY 10463",0.00020501395608597532
P.S. 69 Vincent D. Grippo School,Brooklyn,422.0,2445,J.H.S. 259 William McKinley,Brooklyn,132.0,1504,Elementary,Junior High-Intermediate-Middle,"6302 9 Avenue, Brooklyn, NY 11220","7305 Ft Hamilton Parkway, Brooklyn, NY 11228",1.3233870012104255e-06
P.S. 173 Fresh Meadows,Queens,280.0,2445,I.S. 237,Queens,275.0,1504,Elementary,Junior High-Intermediate-Middle,"174-10 67 AVENUE, QUEENS, NY 11365","46-21 COLDEN STREET, QUEENS, NY 11355",2.2476346774763365e-08
P.S. 174 William Sidney Mount,Queens,179.0,2445,J.H.S. 190 Russell Sage,Queens,381.0,1504,Elementary,Junior High-Intermediate-Middle,"65-30 Dieterle Crescent, Queens, NY 11374","68-17 AUSTIN STREET, QUEENS, NY 11375",0.00010192996639822438
Yorkville Community School,Manhattan,465.0,2445,J.H.S. 167 Robert F. Wagner,Manhattan,96.0,1504,Elementary,Junior High-Intermediate-Middle,"421 East 88 Street, Manhattan, NY 10128","220 East 76 Street, Manhattan, NY 10021",5.2409069897539436e-05
P.S. 748 Brooklyn School for Global Scholars,Brooklyn,469.0,2445,The Madeleine Brennan School,Brooklyn,93.0,1504,Elementary,Junior High-Intermediate-Middle,"1664 BENSON AVENUE, BROOKLYN, NY 11214","8010 12 AVENUE, BROOKLYN, NY 11228",5.633366872836311e-06
P.S. 160 William T. Sampson,Brooklyn,375.0,2445,J.H.S. 220 John J. Pershing,Brooklyn,191.0,1504,Elementary,Junior High-Intermediate-Middle,"5105 Fort Hamilton Parkway, BROOKLYN, NY 11219","4812 9 Avenue, Brooklyn, NY 11220",1.1277573149946608e-06
P.S. 160 William T. Sampson,Brooklyn,375.0,2445,J.H.S. 220 John J. Pershing,Brooklyn,191.0,1504,Elementary,Junior High-Intermediate-Middle,"5105 Fort Hamilton Parkway, BROOKLYN, NY 11219","4812 9 Avenue, Brooklyn, NY 11220",2.0315239247334766e-17
P.S. 160 William T. Sampson,Brooklyn,375.0,2445,J.H.S. 220 John J. Pershing,Brooklyn,191.0,1504,Elementary,Junior High-Intermediate-Middle,"5105 Fort Hamilton Parkway, BROOKLYN, NY 11219","4812 9 Avenue, Brooklyn, NY 11220",4.301951360545844e-05
P.S./I.S. 087 Middle Village,Queens,377.0,2445,P.S./I.S. 119 The Glendale,Queens,198.0,1504,K-8,K-8,"67-54 80 STREET, QUEENS, NY 11379","74-01 78 AVENUE, QUEENS, NY 11385",2.6055625442615363e-11
P.S. 162 John Golden,Queens,460.0,2445,M.S. 158 Marie Curie,Queens,116.0,1504,Elementary,Junior High-Intermediate-Middle,"201-02 53 AVENUE, QUEENS, NY 11364","46-35 Oceania Street, Queens, NY 11361",9.90872115265021e-05
P.S. 162 John Golden,Queens,460.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"201-02 53 AVENUE, QUEENS, NY 11364","64-20 175 Street, Queens, NY 11365",8.99083717969781e-05
P.S. 162 John Golden,Queens,460.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"201-02 53 AVENUE, QUEENS, NY 11364","64-20 175 Street, Queens, NY 11365",3.2353058756917546e-09
P.S. 264 Bay Ridge Elementary School For The Arts,Brooklyn,492.0,2445,The Madeleine Brennan School,Brooklyn,93.0,1504,Elementary,Junior High-Intermediate-Middle,"371 89 Street, Brooklyn, NY 11209","8010 12 AVENUE, BROOKLYN, NY 11228",3.199588273794393e-08
P.S./I.S. 217 Roosevelt Island,Manhattan,296.0,2445,P.S./I.S. 217 Roosevelt Island,Manhattan,292.0,1504,K-8,K-8,"645 MAIN STREET, MANHATTAN, NY 10044","645 MAIN STREET, MANHATTAN, NY 10044",6.249587611347215e-05
P.S. 748 Brooklyn School for Global Scholars,Brooklyn,469.0,2445,P.S. 163 Bath Beach,Brooklyn,123.0,1504,Elementary,K-8,"1664 BENSON AVENUE, BROOKLYN, NY 11214","109 Bay 14 Street, Brooklyn, NY 11214",6.697964457329499e-10
P.S. 001 Tottenville,Staten Island,416.0,2445,I.S. 034 Tottenville,Staten Island,178.0,1504,Elementary,Junior High-Intermediate-Middle,"58 SUMMIT STREET, STATEN ISLAND, NY 10307","528 ACADEMY AVENUE, STATEN ISLAND, NY 10307",0.0002440819116539079
P.S. 122 Mamie Fay,Queens,244.0,2445,I.S. 141 The Steinway,Queens,350.0,1504,K-8,Junior High-Intermediate-Middle,"21-21 DITMARS BOULEVARD, QUEENS, NY 11105","37-11 21 AVENUE, QUEENS, NY 11105",0.0001371465689898846
P.S. 105 The Blythebourne,Brooklyn,222.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,Elementary,Junior High-Intermediate-Middle,"1031 59 STREET, BROOKLYN, NY 11219","4200 16 Avenue, Brooklyn, NY 11204",2.2726075991951723e-05
P.S. 042 Eltingville,Staten Island,418.0,2445,I.S. 075 Frank D. Paulo,Staten Island,180.0,1504,Elementary,Junior High-Intermediate-Middle,"380 GENESEE AVENUE, STATEN ISLAND, NY 10312","455 HUGUENOT AVENUE, STATEN ISLAND, NY 10312",4.6443833912289085e-05
P.S. 144 Col Jeromus Remsen,Queens,129.0,2445,P.S./I.S. 087 Middle Village,Queens,469.0,1504,Elementary,K-8,"69-20 JUNO STREET, QUEENS, NY 11375","67-54 80 STREET, QUEENS, NY 11379",1.9793194593922826e-13
P.S./I.S. 087 Middle Village,Queens,377.0,2445,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",Queens,222.0,1504,K-8,K-8,"67-54 80 STREET, QUEENS, NY 11379","69-10 65 Drive, Queens, NY 11379",3.8828076209648006e-11
P.S. 193 Alfred J. Kennedy,Queens,290.0,2445,J.H.S. 194 William Carr,Queens,314.0,1504,Elementary,Junior High-Intermediate-Middle,"152-20 11 Avenue, Queens, NY 11357","154-60 17 AVENUE, QUEENS, NY 11357",0.00021861249693646764
P.S. 193 Alfred J. Kennedy,Queens,290.0,2445,J.H.S. 194 William Carr,Queens,314.0,1504,Elementary,Junior High-Intermediate-Middle,"152-20 11 Avenue, Queens, NY 11357","154-60 17 AVENUE, QUEENS, NY 11357",2.60443628895585e-06
P.S./I.S. 087 Middle Village,Queens,377.0,2445,P.S. 049 Dorothy Bonawit Kole,Queens,229.0,1504,K-8,K-8,"67-54 80 STREET, QUEENS, NY 11379","63-60 80 Street, Queens, NY 11379",8.221139883221152e-10
P.S. 066 Jacqueline Kennedy Onassis,Queens,99.0,2445,M.S. 137 America's School of Heroes,Queens,508.0,1504,Elementary,Junior High-Intermediate-Middle,"85-11 102 Street, Queens, NY 11418","109-15 98 STREET, QUEENS, NY 11417",9.713675152067091e-06
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",Queens,409.0,2445,P.S./I.S. 119 The Glendale,Queens,198.0,1504,K-8,K-8,"69-10 65 Drive, Queens, NY 11379","74-01 78 AVENUE, QUEENS, NY 11385",8.504720729342245e-11
P.S. 105 The Blythebourne,Brooklyn,222.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,Elementary,Junior High-Intermediate-Middle,"1031 59 STREET, BROOKLYN, NY 11219","6500 16 AVENUE, BROOKLYN, NY 11204",1.018027670417036e-05
P.S. 69 Vincent D. Grippo School,Brooklyn,422.0,2445,J.H.S. 220 John J. Pershing,Brooklyn,191.0,1504,Elementary,Junior High-Intermediate-Middle,"6302 9 Avenue, Brooklyn, NY 11220","4812 9 Avenue, Brooklyn, NY 11220",4.0134181509850175e-06
P.S. 163 Flushing Heights,Queens,339.0,2445,I.S. 237,Queens,275.0,1504,Elementary,Junior High-Intermediate-Middle,"159-01 59 AVENUE, QUEENS, NY 11365","46-21 COLDEN STREET, QUEENS, NY 11355",0.00012145870611711034
P.S. 116 Mary Lindley Murray,Manhattan,495.0,2445,J.H.S. 104 Simon Baruch,Manhattan,120.0,1504,Elementary,Junior High-Intermediate-Middle,"210 East 33 Street, Manhattan, NY 10016","330 EAST 21 STREET, MANHATTAN, NY 10010",0.00017157800149703278
P.S. 204 Vince Lombardi,Brooklyn,522.0,2445,The Madeleine Brennan School,Brooklyn,93.0,1504,Elementary,Junior High-Intermediate-Middle,"8101 15 AVENUE, BROOKLYN, NY 11228","8010 12 AVENUE, BROOKLYN, NY 11228",9.965670608736403e-05
P.S. 131 Abigail Adams,Queens,497.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"170-21 84 Avenue, Queens, NY 11432","64-20 175 Street, Queens, NY 11365",2.5941780165819954e-06
P.S. 131 Abigail Adams,Queens,497.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"170-21 84 Avenue, Queens, NY 11432","64-20 175 Street, Queens, NY 11365",1.1510110574490881e-14
P.S. 131 Abigail Adams,Queens,497.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"170-21 84 Avenue, Queens, NY 11432","64-20 175 Street, Queens, NY 11365",5.769993281114443e-13
P.S. 131 Abigail Adams,Queens,497.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"170-21 84 Avenue, Queens, NY 11432","64-20 175 Street, Queens, NY 11365",4.509349326154344e-09
P.S. 131 Abigail Adams,Queens,497.0,2445,J.H.S. 216 George J. Ryan,Queens,119.0,1504,Elementary,Junior High-Intermediate-Middle,"170-21 84 Avenue, Queens, NY 11432","64-20 175 Street, Queens, NY 11365",0.0002189016509613743
P.S. 024 Andrew Jackson,Queens,346.0,2445,I.S. 237,Queens,275.0,1504,Elementary,Junior High-Intermediate-Middle,"45-57 UNION STREET, QUEENS, NY 11355","46-21 COLDEN STREET, QUEENS, NY 11355",0.00024111370277419715
P.S. 124 Yung Wing,Manhattan,20.0,2445,M.S. 131,Manhattan,605.0,1504,Elementary,Junior High-Intermediate-Middle,"40 DIVISION STREET, MANHATTAN, NY 10002","100 HESTER STREET, MANHATTAN, NY 10002",2.346645222292248e-05
P.S. K134,Brooklyn,252.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,Elementary,Junior High-Intermediate-Middle,"4001 18 AVENUE, BROOKLYN, NY 11218","4200 16 Avenue, Brooklyn, NY 11204",1.547931448483177e-05
P.S. K134,Brooklyn,252.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,Elementary,Junior High-Intermediate-Middle,"4001 18 AVENUE, BROOKLYN, NY 11218","4200 16 Avenue, Brooklyn, NY 11204",1.2757925780241107e-08
P.S. 032 State Street,Queens,440.0,2445,I.S. 025 Adrien Block,Queens,189.0,1504,Elementary,Junior High-Intermediate-Middle,"33-59 171 Street, Queens, NY 11358","34-65 192 STREET, QUEENS, NY 11358",0.0001923020436086779
P.S. 032 State Street,Queens,440.0,2445,I.S. 025 Adrien Block,Queens,189.0,1504,Elementary,Junior High-Intermediate-Middle,"33-59 171 Street, Queens, NY 11358","34-65 192 STREET, QUEENS, NY 11358",8.960116659423849e-17
P.S. 032 State Street,Queens,440.0,2445,I.S. 025 Adrien Block,Queens,189.0,1504,Elementary,Junior High-Intermediate-Middle,"33-59 171 Street, Queens, NY 11358","34-65 192 STREET, QUEENS, NY 11358",7.721938791366034e-07
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",Queens,409.0,2445,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",Queens,222.0,1504,K-8,K-8,"69-10 65 Drive, Queens, NY 11379","69-10 65 Drive, Queens, NY 11379",6.014279241116233e-05
P.S. 048 William G. Wilcox,Staten Island,420.0,2445,I.S. 024 Myra S. Barnes,Staten Island,212.0,1504,K-8,Junior High-Intermediate-Middle,"1050 Targee Street, STATEN ISLAND, NY 10304","750 DURANT AVENUE, STATEN ISLAND, NY 10308",6.543890309531314e-07
P.S. 101 The Verrazano,Brooklyn,298.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"8696 24 Avenue, Brooklyn, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",0.00010359325274839925
P.S. 101 The Verrazano,Brooklyn,298.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"8696 24 Avenue, Brooklyn, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",1.651337498001921e-08
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",Queens,409.0,2445,P.S. 049 Dorothy Bonawit Kole,Queens,229.0,1504,K-8,K-8,"69-10 65 Drive, Queens, NY 11379","63-60 80 Street, Queens, NY 11379",1.902952006723899e-13
